recordID	sequenceID	alignment_name	alignment_displayName	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	country_edit	country_update	place_edit	place_update	collection_year_edit	collection_year_update	earliest_collection_edit	earliest_collection_update	latest_collection_edit	latest_collection_update	host_edit	host_update	host_common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
184	EU267754	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq6	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
185	EU267755	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq9	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
186	EU267756	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq10	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
187	EU267757	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq21	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
188	EU267758	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq35	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
189	EU267759	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Henan Sq59	China	unchanged	Henan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
190	EU267760	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hubei Wh20	China	unchanged	Hubei	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
191	EU267761	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hubei Wh22	China	unchanged	Hubei	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
192	EU267762	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Dk13	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
193	EU267763	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg12	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
194	EU267764	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg13	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
195	EU267765	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg26	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
196	EU267766	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg27	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
197	EU267767	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg430	China	unchanged	Hunan	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
198	EU267768	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Wg432	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
199	EU267769	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Xx33	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
200	EU267770	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Xx34	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
201	EU267771	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Hunan Xx35	China	unchanged	Hunan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
202	EU267773	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Jiangsu Wx1	China	unchanged	Jiangsu	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
203	EU267774	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Jiangsu Wx32	China	unchanged	Jiangsu	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
204	EU267775	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Jiangsu Yc37	China	unchanged	Jiangsu	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
205	EU267776	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2008	1575	07-Dec-08	05-Jan-09	Canis familiaris	19041424	Jiangsu Yc58	China	unchanged	Jiangsu	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	19041424	unchanged	
287	JF819597	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Canis familiaris	-	CYN1006D	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Canis familiaris	unchanged		no	no	-	unchanged	
288	JF819598	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Homo sapiens	-	CYN1007H	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Homo sapiens	unchanged		no	no	-	unchanged	
289	JF819599	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Canis familiaris	-	CYN1008D	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Canis familiaris	unchanged		no	no	-	unchanged	
290	JF819600	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Canis familiaris	-	CYN1005D	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Canis familiaris	unchanged		no	no	-	unchanged	
291	JF819601	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Felis catus	-	CYN1003C	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Bos	updated	Cattle	no	no	-	unchanged	Genbank and document says cattle
292	JF819602	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2016	1575	31-Dec-16	13-Jan-17	Canis familiaris	-	CYN1004D	China	unchanged	Yunnan	filled in	2010	filled in	2010	filled in	2010	updated	Canis familiaris	unchanged		no	no	-	unchanged	
310	MH141794	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN10	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
311	MH141795	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN17	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
312	MH141796	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN19	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
313	MH141797	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN27	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
314	MH141798	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN68	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
315	MH141799	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN74	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
316	MH141800	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN75	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
317	MH141801	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Henan province	2017	2017	2017	1575	28-Jul-18	28-Jul-18	-	-	17HN78	China	unchanged	Henan province	unchanged	2017	unchanged	2017	unchanged	2017	unchanged	Homo sapiens	filled in		no	no	-	unchanged	source = rabies patient (interpreted as human)
308	KC792242	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2013	1572	18-Jun-13	18-Jun-13	Canis familiaris	-	RV342	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2013	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
60	DQ666287	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guangxi_Yl66	China	unchanged	Guangxi	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
61	DQ666291	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_A148	China	unchanged	Guizhou	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
62	DQ666294	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_Qx1	China	unchanged	Guizhou	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
63	DQ666295	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_Qx2	China	unchanged	Guizhou	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
64	DQ666296	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_Qx5	China	unchanged	Guizhou	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
65	DQ666297	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Hb10	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
66	DQ666298	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq6	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
67	DQ666299	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq9	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
68	DQ666300	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq10	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
69	DQ666302	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq21	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
70	DQ666304	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq35	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
71	DQ666306	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	10-Apr-07	Canis familiaris	16828520	Henan_Sq59	China	unchanged	Henan	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
72	DQ666307	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_DK13	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
73	DQ666308	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg12	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
74	DQ666309	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg13	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
75	DQ666311	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg26	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
76	DQ666312	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg27	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
77	DQ666314	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg407	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
78	DQ666315	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg430	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
79	DQ666316	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Wg432	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
80	DQ666317	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Xx33	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
81	DQ666318	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Xx34	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
82	DQ666319	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Hunan_Xx35	China	unchanged	Hunan  	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
83	DQ666321	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Jiangsu_Wx1	China	unchanged	Jiangsu	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16828520	unchanged	
100	EF556197	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2007	1425	20-May-07	17-Jun-10	Homo sapiens	-	Zhejiang Wz0(H)	China	unchanged	Zhejiang	filled in	2007	filled in	2007	filled in	2007	unchanged	Homo sapiens	unchanged		no	no	-	unchanged	Published but not on pubmed
102	EF611081	AL_Asian_SEA1b	Asian SEA1b	CHN	China	-	-	-	2007	1425	12-Jun-07	12-Jun-07	buffalo	-	hubei070308	China	unchanged	Hubei	filled in	2007	filled in	2007	filled in	2007	unchanged	buffalo	unchanged	Buffalo 	no	no	-	unchanged	Published but not on pubmed
51	AF374721	AL_Asian_SEA1b	Asian SEA1b	IND	India	-	-	-	2001	1353	27-May-01	03-Feb-06	-	15230475	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Canis lupus familiaris	filled in		no	no	15230475	unchanged	
57	DQ515993	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Hunan province	-	-	2006	1353	27-May-06	01-Dec-08	Canis familiaris	-	HuNDN16	China	unchanged	Hunan province	unchanged	-	unchanged	-	unchanged	2006	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
90	DQ866107	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX074	China	unchanged	Baise	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
91	DQ866113	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX219	China	unchanged	Guigang	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
92	DQ866115	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXBM	China	unchanged	Hechi	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
93	DQ866117	AL_Asian_SEA1b	Asian SEA1b	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX304	China	unchanged	Fangchenggang	updated	2004	filled in	2004	filled in	2004	updated	Bos	updated	Cattle	no	no	17588806	unchanged	
