recordID	sequenceID	alignment_name	alignment_displayName	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	country_edit	country_update	place_edit	place_update	collection_year_edit	collection_year_update	earliest_collection_edit	earliest_collection_update	latest_collection_edit	latest_collection_update	host_edit	host_update	host_common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
14	AB505876	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	Nakasongola	2003	2003	2003	203	09-Oct-09	24-Jul-16	-	19836426	UGgt7	Uganda	unchanged	Nakasongola	unchanged	2003	unchanged	2003	unchanged	2003	unchanged	Capra	filled in	Goat	no	no	19836426	unchanged	
15	AB505877	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	Wakiso	2003	2003	2003	203	09-Oct-09	24-Jul-16	-	19836426	UGdg8	Uganda	unchanged	Wakiso	unchanged	2003	unchanged	2003	unchanged	2003	unchanged	Canis lupus familiaris	filled in		no	no	19836426	unchanged	
16	AB505878	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	Kibaale	2003	2003	2003	203	09-Oct-09	24-Jul-16	-	19836426	UGdg9	Uganda	unchanged	Kibaale	unchanged	2003	unchanged	2003	unchanged	2003	unchanged	Canis lupus familiaris	filled in		no	no	19836426	unchanged	
17	AB505880	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	Adjumani	2003	2003	2003	203	09-Oct-09	24-Jul-16	-	19836426	UGdg11	Uganda	unchanged	Adjumani	unchanged	2003	unchanged	2003	unchanged	2003	unchanged	Canis lupus familiaris	filled in		no	no	19836426	unchanged	
18	AB516767	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	-	-	-	2010	203	06-Apr-10	25-Jul-16	-	20403387	UGdg1	Uganda	unchanged	-	unchanged	-	unchanged	-	unchanged	2010	unchanged	Canis lupus familiaris	filled in		no	no	20403387	unchanged	
19	AB516768	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	UGA	Uganda	-	-	-	2010	203	06-Apr-10	25-Jul-16	-	20403387	UGdg11	Uganda	unchanged	-	unchanged	-	unchanged	-	unchanged	2010	unchanged	Canis lupus familiaris	filled in		no	no	20403387	unchanged	
20	AB572929	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	ZMB	Zambia	unknown region	1999	1999	1999	461	25-Jan-11	17-Feb-12	-	21930165	382_99_zambia_monkey_1999	Zambia	unchanged	unknown region	unchanged	1999	unchanged	1999	unchanged	1999	unchanged	Simiiformes	filled in	Monkey	no	no	21930165	unchanged	From isolate ID
21	AF079902	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	1999	592	16-Jun-99	09-Jun-99	-	-	j101	South Africa	filled in	Soutpansberg	filled in	1990	filled in	1990	filled in	1990	updated	Canis mesomelas	filled in		no	no	7844544	filled in	
22	AF079903	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	1999	592	16-Jun-99	09-Jun-99	-	-	1523	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	7844544	filled in	
23	AF079904	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	1999	592	16-Jun-99	09-Jun-99	-	-	d56	South Africa	filled in	Pietermaritzburg	filled in	1980	filled in	1980	filled in	1980	updated	Canis lupus familiaris	filled in		no	no	7844544	filled in	
24	AF079905	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	1999	590	16-Jun-99	09-Jun-99	-	-	b380	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	7844544	filled in	
25	AF079906	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	1999	592	16-Jun-99	09-Jun-99	-	-	b615	South Africa	filled in	Britstown	filled in	1991	filled in	1991	filled in	1991	updated	Otocyon megalotis	filled in		no	no	7844544	filled in	
26	AF177053	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	d14702	Zimbabwe	filled in	Beatrice	filled in	1984	filled in	1984	filled in	1984	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	Canine
27	AF177054	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	d16234	Zimbabwe	unchanged	Lukanka	filled in	1986	filled in	1986	filled in	1986	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
28	AF177055	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d16254	Zimbabwe	filled in	Odzi	filled in	1986	filled in	1986	filled in	1986	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
29	AF177056	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	d16347	Zimbabwe	filled in	Troutbeck	filled in	1986	filled in	1986	filled in	1986	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
30	AF177057	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d16387	Zimbabwe	filled in	Zhombe	filled in	1986	filled in	1986	filled in	1986	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
31	AF177058	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	21-Aug-01	19-Mar-03	-	12573499	d16838	Zimbabwe	filled in	Shangani	filled in	1987	filled in	1987	filled in	1987	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
32	AF177059	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	d20034	Zimbabwe	filled in	Bvumba	filled in	1991	filled in	1991	filled in	1991	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
33	AF177060	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d20519	Zimbabwe	filled in	Lower Gweru	filled in	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
34	AF177061	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	551	21-Aug-01	19-Mar-03	-	12573499	d20548	Zimbabwe	filled in	Seke	filled in	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
35	AF177062	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	21-Aug-01	19-Mar-03	-	12573499	d20896	Zimbabwe	filled in	Chatsworth	filled in	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
36	AF177063	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	21-Aug-01	19-Mar-03	-	12573499	d20813	Zimbabwe	filled in	Mount Darwin	filled in	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
37	AF177064	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	d21057	Zimbabwe	filled in	Muxarabani	filled in	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
38	AF177065	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	595	21-Aug-01	19-Mar-03	-	12573499	d21428	Zimbabwe	filled in	Chipinge	filled in	1993	filled in	1993	filled in	1993	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
39	AF177066	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	d21467	Zimbabwe	filled in	Goromonzi	filled in	1993	filled in	1993	filled in	1993	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
40	AF177067	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	596	21-Aug-01	19-Mar-03	-	12573499	j21532	Zimbabwe	filled in	Arcturus	filled in	1993	filled in	1993	filled in	1993	updated	Canis adustus	filled in		no	no	12573499	unchanged	
41	AF177068	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	d21570	Zimbabwe	filled in	Binga	filled in	1993	filled in	1993	filled in	1993	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
42	AF177069	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d21869	Zimbabwe	filled in	Nyakasoro	filled in	1993	filled in	1993	filled in	1993	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
43	AF177070	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d22547	Zimbabwe	filled in	Kumutsenzere	filled in	1994	filled in	1994	filled in	1994	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	Or Mutare, 1995. 2 entries for same one
44	AF177071	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	596	21-Aug-01	19-Mar-03	-	12573499	d23652	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	-	unchanged		no	no	12573499	unchanged	
45	AF177072	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	d24132	Zimbabwe	filled in	Mutare	filled in	1996	filled in	1996	filled in	1996	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
46	AF177073	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d24299	Zimbabwe	filled in	Musikavanhu	filled in	1996	filled in	1996	filled in	1996	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
47	AF177074	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d24465	Zimbabwe	filled in	Wedza	filled in	1996	filled in	1996	filled in	1996	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
48	AF177075	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	d24505	Zimbabwe	filled in	Gutu	filled in	1996	filled in	1996	filled in	1996	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
49	AF177076	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j14917	Zimbabwe	filled in	Mukwichi	filled in	1984	filled in	1984	filled in	1984	updated	Canis adustus	filled in		no	no	12573499	unchanged	
50	AF177077	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j14937	Zimbabwe	filled in	Eiffel flats	filled in	1984	filled in	1984	filled in	1984	updated	Canis adustus	filled in		no	no	12573499	unchanged	
51	AF177078	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j17711	Zimbabwe	filled in	Turk Mine	filled in	1988	filled in	1988	filled in	1988	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
52	AF177079	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j17722	Zimbabwe	filled in	Gwanda	filled in	1988	filled in	1988	filled in	1988	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
53	AF177080	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	j19286	Zimbabwe	filled in	Mwenezi	filled in	1991	filled in	1991	filled in	1991	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
54	AF177081	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j19301	Zimbabwe	filled in	Chegutu	filled in	1991	filled in	1991	filled in	1991	updated	Canis adustus	filled in		no	no	12573499	unchanged	
55	AF177082	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j19319	Zimbabwe	filled in	Selous	filled in	1991	filled in	1991	filled in	1991	updated	Canis adustus	filled in		no	no	12573499	unchanged	
56	AF177083	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	j21111	Zimbabwe	filled in	Bromley	filled in	1992	filled in	1992	filled in	1992	updated	Canis adustus	filled in		no	no	12573499	unchanged	
57	AF177084	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j21147	Zimbabwe	filled in	Arcturus	filled in	1992	filled in	1992	filled in	1992	updated	Canis adustus	filled in		no	no	12573499	unchanged	
58	AF177085	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j21533	Zimbabwe	filled in	Mhangura	filled in	1993	filled in	1993	filled in	1993	updated	Canis adustus	filled in		no	no	12573499	unchanged	
59	AF177086	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	j21579	Zimbabwe	filled in	Tsholotsho	filled in	1993	filled in	1993	filled in	1993	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
60	AF177087	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j21819	Zimbabwe	filled in	Mazowe	filled in	1993	filled in	1993	filled in	1993	updated	Canis adustus	filled in		no	no	12573499	unchanged	
61	AF177088	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j22642	Zimbabwe	filled in	Glendale	filled in	1994	filled in	1994	filled in	1994	updated	Canis adustus	filled in		no	no	12573499	unchanged	
62	AF177089	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	596	21-Aug-01	19-Mar-03	-	12573499	j23275	Zimbabwe	filled in	Bindura	filled in	1995	filled in	1995	filled in	1995	updated	Canis adustus	filled in		no	no	12573499	unchanged	
63	AF177090	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	21-Aug-01	19-Mar-03	-	12573499	j23357	Zimbabwe	filled in	Wedza	filled in	1995	filled in	1995	filled in	1995	updated	Canis adustus	filled in		no	no	12573499	unchanged	
64	AF177091	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	j23374	Zimbabwe	filled in	Bulawayo	filled in	1995	filled in	1995	filled in	1995	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
65	AF177092	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	21-Aug-01	19-Mar-03	-	12573499	j23578	Zimbabwe	filled in	Karoi	filled in	1995	filled in	1995	filled in	1995	updated	Canis adustus	filled in		no	no	12573499	unchanged	
66	AF177093	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	594	21-Aug-01	19-Mar-03	-	12573499	j23667	Zimbabwe	filled in	Marondera	filled in	1995	filled in	1995	filled in	1995	updated	Canis adustus	filled in		no	no	12573499	unchanged	
67	AF177094	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j23895	Zimbabwe	filled in	Headlands	filled in	1995	filled in	1995	filled in	1995	updated	Canis adustus	filled in		no	no	12573499	unchanged	
68	AF177095	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	21-Aug-01	19-Mar-03	-	12573499	j24137	Zimbabwe	filled in	Mtepatepa	filled in	1996	filled in	1996	filled in	1996	updated	Canis adustus	filled in		no	no	12573499	unchanged	
69	AF177096	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	589	21-Aug-01	19-Mar-03	-	12573499	j24307	Zimbabwe	filled in	Featherstone	filled in	1996	filled in	1996	filled in	1996	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
70	AF177097	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	589	10-Aug-01	19-Mar-03	-	12573499	o214	South Africa	filled in	Uitenhage	filled in	1998	filled in	1998	filled in	1998	updated	Otocyon megalotis	filled in		no	no	12573499	unchanged	
71	AF177098	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	10-Aug-01	19-Mar-03	-	12573499	d224	South Africa	filled in	Ermelo	filled in	1998	filled in	1998	filled in	1998	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
72	AF177099	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	10-Aug-01	19-Mar-03	-	12573499	j982	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	-	unchanged		no	no	12573499	unchanged	
73	AF177100	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	517	10-Aug-01	19-Mar-03	-	12573499	d352	South Africa	filled in	Durban	filled in	1990	filled in	1990	filled in	1990	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
74	AF177101	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	10-Aug-01	19-Mar-03	-	12573499	d57	South Africa	filled in	Durban	filled in	1990	filled in	1990	filled in	1990	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
75	AF177102	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	10-Aug-01	19-Mar-03	-	12573499	d77	South Africa	filled in	Lower Umfolozi	filled in	1990	filled in	1990	filled in	1990	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
76	AF177103	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	587	10-Aug-01	19-Mar-03	-	12573499	d8	South Africa	filled in	Roetran	filled in	1996	filled in	1996	filled in	1996	updated	Canis lupus familiaris	filled in		no	no	12573499	unchanged	
77	AF177104	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	589	10-Aug-01	19-Mar-03	-	12573499	j1627	South Africa	filled in	Soutpansberg	filled in	1980	filled in	1980	filled in	1980	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
78	AF177105	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	10-Aug-01	19-Mar-03	-	12573499	j306	South Africa	filled in	Warmbaths	filled in	1998	filled in	1998	filled in	1998	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
79	AF177106	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	593	10-Aug-01	19-Mar-03	-	12573499	j378	South Africa	filled in	Potgietersrus	filled in	1990	filled in	1990	filled in	1990	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
80	AF177107	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	586	10-Aug-01	19-Mar-03	-	12573499	j446	South Africa	filled in	Stella	filled in	1995	filled in	1995	filled in	1995	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
81	AF177108	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	588	10-Aug-01	19-Mar-03	-	12573499	j504	South Africa	filled in	Leeupoort	filled in	1996	filled in	1996	filled in	1996	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
82	AF177109	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	510	10-Aug-01	19-Mar-03	-	12573499	j544	South Africa	filled in	Piketberg	filled in	1990	filled in	1990	filled in	1990	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
83	AF177110	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	400	10-Aug-01	19-Mar-03	-	12573499	j602	South Africa	filled in	Thabazimbi	filled in	1990	filled in	1990	filled in	1990	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
84	AF177111	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	589	10-Aug-01	19-Mar-03	-	12573499	j773	South Africa	filled in	Tosca	filled in	1995	filled in	1995	filled in	1995	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
85	AF177112	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	10-Aug-01	19-Mar-03	-	12573499	o414	South Africa	filled in	Beaufort West	filled in	1996	filled in	1996	filled in	1996	updated	Otocyon megalotis	filled in		no	no	12573499	unchanged	
86	AF177113	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	564	10-Aug-01	19-Mar-03	-	12573499	o491	South Africa	filled in	Strydenburg	filled in	1995	filled in	1995	filled in	1995	updated	Otocyon megalotis	filled in		no	no	12573499	unchanged	
87	AF177114	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	592	10-Aug-01	10-Aug-01	-	-	o578	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	-	unchanged		no	no	-	unchanged	
88	AF177115	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	591	10-Aug-01	19-Mar-03	-	12573499	o774	South Africa	filled in	Carnavon	filled in	1995	filled in	1995	filled in	1995	updated	Otocyon megalotis	filled in		no	no	12573499	unchanged	
89	AF177116	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	583	10-Aug-01	19-Mar-03	-	12573499	j1403	South Africa	filled in	Soutpansberg	filled in	1980	filled in	1980	filled in	1980	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
90	AF177117	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2001	532	10-Aug-01	19-Mar-03	-	12573499	j598	South Africa	filled in	Soutpansberg	filled in	1990	filled in	1990	filled in	1990	updated	Canis mesomelas	filled in		no	no	12573499	unchanged	
