recordID	sequenceID	alignment_name	alignment_displayName	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	country_edit	country_update	place_edit	place_update	collection_year_edit	collection_year_update	earliest_collection_edit	earliest_collection_update	latest_collection_edit	latest_collection_update	host_edit	host_update	host_common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
728	GU798732	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08006MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
153	GU798157	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08007MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
440	GU798444	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08007MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
727	GU798731	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08007MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
132	GU798136	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08008MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus  	filled in	Equine	no	no	21060816	unchanged	Equine
419	GU798423	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08008MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus  	filled in	Equine	no	no	21060816	unchanged	Equine
706	GU798710	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08008MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus  	filled in	Equine	no	no	21060816	unchanged	Equine
176	GU798180	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08009MAR/2007	Morocco	filled in	Chichaoua	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
463	GU798467	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08009MAR/2007	Morocco	filled in	Chichaoua	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
750	GU798754	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08009MAR/2007	Morocco	filled in	Chichaoua	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
174	GU798178	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08010MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
461	GU798465	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08010MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
748	GU798752	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08010MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
175	GU798179	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08011MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
462	GU798466	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08011MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
749	GU798753	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08011MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
156	GU798160	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08012MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus	filled in	Equine	no	no	21060816	unchanged	Equine
443	GU798447	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08012MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus	filled in	Equine	no	no	21060816	unchanged	Equine
730	GU798734	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08012MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Equus	filled in	Equine	no	no	21060816	unchanged	Equine
160	GU798164	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08013MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
447	GU798451	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08013MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
734	GU798738	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08013MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
170	GU798174	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08014MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
457	GU798461	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08014MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
744	GU798748	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08014MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
159	GU798163	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08015MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
446	GU798450	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08015MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
733	GU798737	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08015MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
178	GU798182	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08016MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
465	GU798469	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08016MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
752	GU798756	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08016MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
166	GU798170	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08017MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
453	GU798457	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08017MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
740	GU798744	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08017MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
253	GU798257	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08018MAR/2007	Morocco	filled in	Beni mellal	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
540	GU798544	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08018MAR/2007	Morocco	filled in	Beni mellal	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
827	GU798831	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08018MAR/2007	Morocco	filled in	Beni mellal	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
169	GU798173	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08019MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
456	GU798460	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08019MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
743	GU798747	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08019MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
158	GU798162	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08020MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
445	GU798449	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08020MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
732	GU798736	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08020MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Equus asinus	filled in		no	no	21060816	unchanged	
173	GU798177	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08021MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
460	GU798464	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08021MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
747	GU798751	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08021MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
171	GU798175	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08022MAR/2007	Morocco	filled in	Azilal	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
458	GU798462	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08022MAR/2007	Morocco	filled in	Azilal	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
745	GU798749	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08022MAR/2007	Morocco	filled in	Azilal	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
161	GU798165	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08023MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
448	GU798452	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08023MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
735	GU798739	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08023MAR/2007	Morocco	filled in	Marrakech	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
145	GU798149	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08024MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Ovis	filled in	Sheep	no	no	21060816	unchanged	Sheep
432	GU798436	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08024MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Ovis	filled in	Sheep	no	no	21060816	unchanged	Sheep
719	GU798723	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	640	18-Dec-10	25-Jul-16	-	21060816	08024MAR/2007	Morocco	filled in	Ouarzazate	filled in	2007	filled in	2007	filled in	2007	updated	Ovis	filled in	Sheep	no	no	21060816	unchanged	Sheep
228	GU798232	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08025MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
515	GU798519	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08025MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
802	GU798806	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	643	18-Dec-10	25-Jul-16	-	21060816	08025MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
185	GU798189	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08031MAR/2007	Morocco	filled in	Sidi kacem	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
472	GU798476	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08031MAR/2007	Morocco	filled in	Sidi kacem	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
759	GU798763	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08031MAR/2007	Morocco	filled in	Sidi kacem	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
186	GU798190	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08033MAR/2007	Morocco	filled in	Kenitra	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
473	GU798477	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08033MAR/2007	Morocco	filled in	Kenitra	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
760	GU798764	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08033MAR/2007	Morocco	filled in	Kenitra	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
191	GU798195	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08034MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
478	GU798482	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08034MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
765	GU798769	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	639	18-Dec-10	25-Jul-16	-	21060816	08034MAR/2007	Morocco	filled in	Tanger	filled in	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	21060816	unchanged	
180	GU798184	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1350	29-Nov-10	25-Jul-16	-	21060816	08035MAR/2007	Morocco	filled in	Kenitra	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
467	GU798471	AL_Cosmopolitan_AF1a	Cosmopolitan AF1a	-	-	-	-	-	2010	1073	18-Dec-10	18-Dec-10	-	21060816	08035MAR/2007	Morocco	filled in	Kenitra	filled in	2007	filled in	2007	filled in	2007	updated	Bos	filled in	Bovine	no	no	21060816	unchanged	Bovine
