number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	notes
511	JF819610	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0812D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
512	JF819616	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0923H	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
513	JF819617	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0816D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
514	JF819618	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0810D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
517	KC792260	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2013	1350	18-Jun-13	18-Jun-13	Canis familiaris	-	THAI_DOG	Thailand	unchanged	-	unchanged	-	unchanged	-	unchanged	2013	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
518	KU963492	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2016	1350	06-Nov-16	06-Nov-16	Canis familiaris	-	SN5-25-CanineThialand1983	Thailand	filled in	-	unchanged	1983	filled in	1983	filled in	1983	updated	Canis familiaris	unchanged		no	no	-	unchanged	
520	U22653	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	1995	1350	21-Jul-95	21-Jul-95	-	7778285	8738THA	Thailand	filled in	-	unchanged	1988	filled in	1988	filled in	1988	updated	Homo sapiens	filled in		no	no	7778285	unchanged	Date hard to read - blurry pdf
179	AY257984	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	894	29-Sep-03	29-Sep-03	-	14513414	HM65	Thailand	unchanged	-	unchanged	-	unchanged	1998	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	Paper: 1998-2001, genbank: says patient, assumed human
180	AY257985	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	894	29-Sep-03	29-Sep-03	-	14513414	HM75	Thailand	unchanged	-	unchanged	-	unchanged	1998	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	Paper: 1998-2001, genbank: says patient, assumed human
181	AY257986	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	894	29-Sep-03	29-Sep-03	-	14513414	HM88	Thailand	unchanged	-	unchanged	-	unchanged	1998	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	Paper: 1998-2001, genbank: says patient, assumed human
182	AY257987	AL_Asian_SEA3	Asian SEA3	THA	Thailand	-	-	-	2003	894	29-Sep-03	29-Sep-03	-	14513414	HM208	Thailand	unchanged	-	unchanged	-	unchanged	1998	filled in	2001	updated	Homo sapiens	filled in		no	no	14513414	unchanged	Paper: 1998-2001, genbank: says patient, assumed human
502	JF819592	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2016	894	31-Dec-16	31-Dec-16	Felis catus	-	CYN1003C	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	Bos taurus	updated	Cattle	no	no	-	unchanged	
503	JF819593	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2016	894	31-Dec-16	31-Dec-16	Canis familiaris	-	CYN1005D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
504	JF819594	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2016	894	31-Dec-16	31-Dec-16	Homo sapiens	-	CYN1007H	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	Homo sapiens	unchanged		no	no	-	unchanged	
505	JF819595	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2016	894	31-Dec-16	31-Dec-16	Canis familiaris	-	CYN1008D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
506	JF819596	AL_Asian_SEA3	Asian SEA3	CHN	China	-	-	-	2016	894	31-Dec-16	31-Dec-16	Canis familiaris	-	CYN1006D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
102	AB116575	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Cu Chi town of Ho Chi Minh City	-	-	2006	873	01-Jul-06	14-Jul-16	-	-	VN3	Vietnam	unchanged	Cu Chi town of Ho Chi Minh City	unchanged	-	unchanged	-	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
103	AB116576	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Tay Ning Province	-	-	2006	873	01-Jul-06	14-Jul-16	-	-	VN52	Vietnam	unchanged	Tay Ning Province	unchanged	-	unchanged	-	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
121	AB195185	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5PCR	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
122	AB195186	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
123	AB195187	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
124	AB195188	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
125	AB195189	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
126	AB195190	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
127	AB195191	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
128	AB195192	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
129	AB195193	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
130	AB195194	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
131	AB195195	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
132	AB195196	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
133	AB195197	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	684	17-Nov-05	26-Jul-16	-	16061424	DG476-G5	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
156	AB299041	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	660	26-Sep-07	26-Jul-16	-	-	VN52	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
159	AB299044	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	660	26-Sep-07	26-Jul-16	-	-	HCM6	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
157	AB299042	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	648	26-Sep-07	26-Jul-16	-	-	HCM1	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
160	AB299045	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	648	26-Sep-07	26-Jul-16	-	-	HCM9	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
161	AB299046	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	645	26-Sep-07	26-Jul-16	-	-	HCM10	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
155	AB299040	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	639	26-Sep-07	26-Jul-16	-	-	VN3	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
111	AB195175	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG109	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
112	AB195176	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG437	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
113	AB195177	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG466	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
114	AB195178	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG469	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2008	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
115	AB195179	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG474	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2009	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
116	AB195180	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG476	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2010	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
117	AB195181	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG491	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2011	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
118	AB195182	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG500	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2012	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
119	AB195183	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG515	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2013	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
120	AB195184	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	633	17-Nov-05	26-Jul-16	-	16061424	DG609	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2014	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	Inferred from paper
158	AB299043	AL_Asian_SEA3	Asian SEA3	VNM	Vietnam	Ho Chi Minh	-	-	2007	632	26-Sep-07	26-Jul-16	-	-	HCM2	Vietnam	unchanged	Ho Chi Minh	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
134	AB195198	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3PCR	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
135	AB195199	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
136	AB195200	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2007	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
137	AB195201	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2008	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
138	AB195202	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2009	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
139	AB195203	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2010	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
140	AB195204	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2011	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
141	AB195205	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2012	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
142	AB195206	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2013	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
143	AB195207	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2014	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
144	AB195208	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2015	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
145	AB195209	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2016	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
146	AB195210	AL_Asian_SEA3	Asian SEA3	-	-	-	-	-	2005	621	17-Nov-05	26-Jul-16	-	16061424	DG476-G3	Thailand	filled in	Bangkok	filled in	-	unchanged	-	unchanged	2017	unchanged	Canis lupus familiaris	filled in		no	no	16061424	unchanged	
