recordID	sequenceID	alignment_name	alignment_displayName	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	country_edit	country_update	place_edit	place_update	collection_year_edit	collection_year_update	earliest_collection_edit	earliest_collection_update	latest_collection_edit	latest_collection_update	host_edit	host_update	host_common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
53	DQ666289	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_A101	China	unchanged	Guizhou	filled in	-	unchanged	-	unchanged	2006	unchanged	Canis familiaris	unchanged		no	no	16828520	unchanged	
54	DQ666290	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2006	1484	23-Jul-06	01-Dec-08	Canis familiaris	16828520	Guizhou_A103	China	unchanged	Guizhou	filled in	-	unchanged	-	unchanged	2006	unchanged	Canis familiaris	unchanged		no	no	16828520	unchanged	
45	AF367863	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2001	1353	15-May-01	15-May-01	-	-	CTN	China	filled in	-	unchanged	1956	filled in	1956	filled in	1956	updated	-	unchanged		no	yes	-	unchanged	Vaccine, found by googling
50	DQ496219	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Hunan province	-	-	2006	1353	13-May-06	19-Apr-11	-	17559696	HuNPN01	China	unchanged	Hunan province	unchanged	-	unchanged	-	unchanged	2006	unchanged	Sus	filled in	Pig	no	no	17559696	unchanged	
63	DQ787139	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-7	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
64	DQ787140	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-26	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
65	DQ787141	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-27	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
66	DQ787142	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-28	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
67	DQ787143	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-29	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
68	DQ787144	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-30	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
69	DQ787145	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-33	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
70	DQ787146	AL_Asian_SEA2a	Asian SEA2a	-	-	-	-	-	2006	1353	31-Jul-06	01-Dec-08	-	-	CTN-35	China	filled in	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		no	yes	-	unchanged	From name (CTN) - vaccine
82	DQ866105	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX01	China	unchanged	Guilin	updated	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
83	DQ866106	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX014	China	unchanged	Chongzuo	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
84	DQ866108	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX08	China	unchanged	Qinzhou	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
85	DQ866109	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX09	China	unchanged	Qinzhou	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
86	DQ866110	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX091	China	unchanged	Liuzhou	updated	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
87	DQ866112	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX195	China	unchanged	Wuzhou	updated	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
88	DQ866114	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GX260	China	unchanged	Laibin	updated	2004	filled in	2004	filled in	2004	updated	Bos	updated	Cattle	no	no	17588806	unchanged	
89	DQ866116	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXLA	China	unchanged	Nanning	updated	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
90	DQ866119	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXHX	China	unchanged	Nanning	updated	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	17588806	unchanged	
91	DQ866120	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXSL	China	unchanged	Nanning	updated	2005	filled in	2005	filled in	2005	updated	Bos	updated	Cattle	no	no	17588806	unchanged	
92	DQ866121	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	-	-	2006	1353	05-Aug-06	14-Jul-16	Canis familiaris	17588806	GXWXp	China	unchanged	Wuxuan	updated	2005	filled in	2005	filled in	2005	updated	Sus	updated	Pig	no	no	17588806	unchanged	
123	HM486355	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSH0412D	China	unchanged	Shanghai	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
124	HM486356	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSH0419D	China	unchanged	Shanghai	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
125	HM486357	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSH0323D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	22563518	unchanged	
126	HM486358	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSH0324D	China	unchanged	Shanghai	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
127	HM486359	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSH0325D	China	unchanged	Shanghai	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
128	HM486361	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CAH0508D	China	unchanged	Anhui	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
129	HM486362	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CAH0512D	China	unchanged	Anhui	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
130	HM486364	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CJS0621D	China	unchanged	Jiangsu	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
131	HM486365	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGX0609D	China	unchanged	Guangxi	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
132	HM486366	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGX0524D	China	unchanged	Guangxi	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
133	HM486367	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGZ0504D	China	unchanged	Guizhou	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
134	HM486368	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGZ0508D	China	unchanged	Guizhou	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
135	HM486369	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGZ0620D	China	unchanged	Guizhou	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
136	HM486370	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGX0516D	China	unchanged	Guangxi	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
137	HM486371	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGZ0517D	China	unchanged	Guizhou	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
138	HM486372	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CGZ0621D	China	unchanged	Guizhou	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
139	HM486373	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CZJ0804D	China	unchanged	Zhejiang	filled in	2008	filled in	2008	filled in	2008	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
140	HM486374	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CZJ0805D	China	unchanged	Zhejiang	filled in	2008	filled in	2008	filled in	2008	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
141	HM486375	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CZJ0807D	China	unchanged	Zhejiang	filled in	2008	filled in	2008	filled in	2008	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
142	HM486379	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSD0807D	China	unchanged	Shandong	filled in	2007	filled in	2007	filled in	2007	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
143	HM486380	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSD0614D	China	unchanged	Shandong	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
144	HM486381	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2012	1353	12-May-12	12-May-12	Canis familiaris	22563518	CSD0709D	China	unchanged	Shandong	filled in	2007	filled in	2007	filled in	2007	updated	Canis familiaris	unchanged		no	no	22563518	unchanged	
202	JF819605	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0811D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
203	JF819606	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0922H	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
204	JF819607	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0920H	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
205	JF819612	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0924H	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
206	JF819613	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0921HT	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
207	JF819614	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Homo sapiens	25144604	CYN0921HN	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Homo sapiens	unchanged		no	no	25144604	unchanged	
208	JF819615	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN0814D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
209	JF819622	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2014	1353	16-Sep-14	16-Sep-14	Canis familiaris	25144604	CYN1008D	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	25144604	unchanged	
3	AB294349	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHpg2	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Sus scrofa	filled in		no	no	-	unchanged	
4	AB294350	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHdg4	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	-	unchanged	
5	AB294351	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHdg5	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	-	unchanged	
6	AB294353	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHbv7	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Bos taurus	filled in		no	no	-	unchanged	
7	AB294354	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHdg8	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	-	unchanged	
8	AB294355	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHbv9	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Bos taurus	filled in		no	no	-	unchanged	
9	AB294356	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	1022	02-May-07	23-Jul-16	-	-	CHdg10	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	-	unchanged	
24	AB428327	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2005	2005	2005	894	02-Dec-09	02-Dec-09	-	-	CHpg3	China	unchanged	Guangxi	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Sus scrofa	filled in		no	no	-	unchanged	
25	AB428328	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2005	2005	2005	894	02-Dec-09	02-Dec-09	-	-	CHdg5	China	unchanged	Guangxi	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
26	AB428329	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2004	2004	2004	894	02-Dec-09	02-Dec-09	-	-	CHdg4	China	unchanged	Guangxi	unchanged	2004	unchanged	2004	unchanged	2004	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
27	AB428331	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2003	2003	2003	894	02-Dec-09	02-Dec-09	-	-	CHdg8	China	unchanged	Guangxi	unchanged	2003	unchanged	2003	unchanged	2003	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
28	AB428332	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2006	2006	2006	894	02-Dec-09	02-Dec-09	-	-	CHdg10	China	unchanged	Guangxi	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
29	AB428333	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2004	2004	2004	894	02-Dec-09	02-Dec-09	-	-	CHbv7	China	unchanged	Guangxi	unchanged	2004	unchanged	2004	unchanged	2004	unchanged	Bos taurus	filled in		no	no	-	unchanged	
30	AB428334	AL_Asian_SEA2a	Asian SEA2a	CHN	China	Guangxi	2005	2005	2005	894	02-Dec-09	02-Dec-09	-	-	CHbv9	China	unchanged	Guangxi	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Bos taurus	filled in		no	no	-	unchanged	
52	DQ646874	AL_Asian_SEA2a	Asian SEA2a	CHN	China	-	-	-	2007	894	01-Jan-07	01-Jan-07	-	-	CTN	China	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		yes	no	-	unchanged	Attenuated strain
